2026-04-10 20:48:27 | INFO     | luarocks_mcp | ======================================================================
2026-04-10 20:48:43 | INFO     | luarocks_mcp | [Discovery] Queued: x25__luajwt__1.3-4
2026-04-10 20:48:45 | INFO     | luarocks_mcp | [Discovery] Queued: mah0x211__yyjson__scm-1
2026-04-10 20:48:47 | INFO     | luarocks_mcp | [Discovery] Queued: fouriertransformer__lua-simdjson__scm-1
2026-04-10 20:48:49 | INFO     | luarocks_mcp | [Discovery] SKIP gimlet-render — invalid homepage: http://losinggeneration.github.io/gimlet-render
2026-04-10 20:48:51 | INFO     | luarocks_mcp | Downloaded 2 files for luarocks__lua_json__scm-1
2026-04-10 20:48:51 | INFO     | luarocks_mcp | [Download] Downloading: luarocks__lua2json__0.1.1-1
2026-04-10 20:48:51 | INFO     | luarocks_mcp | [Extraction] Processing: luarocks__lua_json__scm-1
2026-04-10 20:48:51 | INFO     | luarocks_mcp | Created 2 chunks from luarocks__lua_json__scm-1
2026-04-10 20:48:51 | ERROR    | luarocks_mcp | [Extraction] Error for luarocks__lua_json__scm-1: '\n  "name"'
2026-04-10 20:48:51 | INFO     | luarocks_mcp | [Discovery] SKIP lua-cjson-ol — invalid homepage: http://www.kyne.com.au/~mark/software/lua-cjson.php
2026-04-10 20:48:54 | INFO     | luarocks_mcp | [Discovery] Queued: luarocks__json2lua__scm-2
2026-04-10 20:48:56 | INFO     | luarocks_mcp | [Discovery] Queued: luarocks__luajson__scm-4
2026-04-10 20:48:57 | INFO     | luarocks_mcp | Downloaded 1 files for luarocks__lua2json__0.1.1-1
2026-04-10 20:48:57 | INFO     | luarocks_mcp | [Download] Downloading: mbalmer__luajson__1.2.6-0
2026-04-10 20:48:57 | INFO     | luarocks_mcp | [Extraction] Processing: luarocks__lua2json__0.1.1-1
2026-04-10 20:48:57 | INFO     | luarocks_mcp | Created 3 chunks from luarocks__lua2json__0.1.1-1
2026-04-10 20:48:57 | ERROR    | luarocks_mcp | [Extraction] Error for luarocks__lua2json__0.1.1-1: '\n  "name"'
2026-04-10 20:48:58 | INFO     | luarocks_mcp | [Discovery] Queued: ubaldo__eja__1-0
2026-04-10 21:01:29 | INFO     | luarocks_mcp | ======================================================================
2026-04-10 21:01:29 | INFO     | luarocks_mcp | LuaRocks MCP Builder — Threaded Pipeline
2026-04-10 21:01:29 | INFO     | luarocks_mcp | Labels: json
2026-04-10 21:01:29 | INFO     | luarocks_mcp | LLM endpoint: http://localhost:11434/v1
2026-04-10 21:01:29 | INFO     | luarocks_mcp | LLM model: qwen2.5:7b-q6_K_M
2026-04-10 21:01:29 | INFO     | luarocks_mcp | ======================================================================
2026-04-10 21:01:29 | INFO     | luarocks_mcp | Starting thread: Discovery
2026-04-10 21:01:29 | INFO     | luarocks_mcp | [Discovery] Starting — 1 labels to scrape
2026-04-10 21:01:29 | INFO     | luarocks_mcp | Starting thread: Download
2026-04-10 21:01:29 | INFO     | luarocks_mcp | Scraping label: json
2026-04-10 21:01:29 | INFO     | luarocks_mcp | [Download] Waiting for modules...
2026-04-10 21:01:29 | INFO     | luarocks_mcp | Starting thread: Extraction
2026-04-10 21:01:29 | INFO     | luarocks_mcp | [Extraction] Waiting for downloads...
2026-04-10 21:01:29 | INFO     | luarocks_mcp | Starting thread: Assembly
2026-04-10 21:01:29 | INFO     | luarocks_mcp | [Assembly] Waiting for results...
2026-04-10 21:01:31 | INFO     | luarocks_mcp | Label 'json': discovered 45 modules
2026-04-10 21:01:33 | DEBUG    | luarocks_mcp | [Discovery] Already processed: luarocks__lua-yajl__scm-1
2026-04-10 21:01:36 | DEBUG    | luarocks_mcp | [Discovery] Already processed: luarocks__lua_json__scm-1
2026-04-10 21:01:37 | DEBUG    | luarocks_mcp | [Discovery] Already processed: luarocks__lua2json__0.1.1-1
2026-04-10 21:01:39 | INFO     | luarocks_mcp | [Discovery] Queued: mbalmer__luajson__1.2.6-0
2026-04-10 21:01:39 | INFO     | luarocks_mcp | [Download] Downloading: mbalmer__luajson__1.2.6-0
2026-04-10 21:01:42 | INFO     | luarocks_mcp | [Discovery] Queued: spc476__org.conman.parsers.json__1.1.1-3
2026-04-10 21:01:44 | INFO     | luarocks_mcp | [Discovery] Queued: x25__luajwt__1.3-4
2026-04-10 21:01:48 | INFO     | luarocks_mcp | [Discovery] Queued: mah0x211__yyjson__scm-1
2026-04-10 21:01:49 | INFO     | luarocks_mcp | Downloaded 2 files for mbalmer__luajson__1.2.6-0
2026-04-10 21:01:49 | INFO     | luarocks_mcp | [Download] Downloading: spc476__org.conman.parsers.json__1.1.1-3
2026-04-10 21:01:49 | INFO     | luarocks_mcp | [Extraction] Processing: mbalmer__luajson__1.2.6-0
2026-04-10 21:01:49 | INFO     | luarocks_mcp | Created 2 chunks from mbalmer__luajson__1.2.6-0
2026-04-10 21:01:49 | ERROR    | luarocks_mcp | [Extraction] Error for mbalmer__luajson__1.2.6-0: '\n  "name"'
2026-04-10 21:01:51 | INFO     | luarocks_mcp | [Discovery] Queued: fouriertransformer__lua-simdjson__scm-1
2026-04-10 21:01:53 | INFO     | luarocks_mcp | [Discovery] SKIP gimlet-render — invalid homepage: http://losinggeneration.github.io/gimlet-render
2026-04-10 21:01:55 | INFO     | luarocks_mcp | [Discovery] SKIP lua-cjson-ol — invalid homepage: http://www.kyne.com.au/~mark/software/lua-cjson.php
2026-04-10 21:01:58 | INFO     | luarocks_mcp | [Discovery] Queued: luarocks__json2lua__scm-2
2026-04-10 21:02:00 | INFO     | luarocks_mcp | [Discovery] Queued: luarocks__luajson__scm-4
2026-04-10 21:02:02 | INFO     | luarocks_mcp | [Discovery] Queued: ubaldo__eja__1-0
2026-04-10 21:02:04 | INFO     | luarocks_mcp | [Discovery] Queued: al3x__jsonrpc4lua__1.0.1-1
2026-04-10 21:02:08 | INFO     | luarocks_mcp | [Discovery] Queued: moyu__dromozoa-json__1.3-1
2026-04-10 21:02:11 | INFO     | luarocks_mcp | [Discovery] SKIP json4lua — invalid homepage: http://json.luaforge.net/
2026-04-10 21:02:13 | INFO     | luarocks_mcp | [Discovery] SKIP kong-plugin-oasvalidator — invalid homepage: https://nawaz1991.github.io/kong-plugin-oasvalidator
2026-04-10 21:02:15 | INFO     | luarocks_mcp | [Discovery] Queued: -asm__mjolnir._asm.data.json__0.1-1
2026-04-10 21:02:17 | INFO     | luarocks_mcp | [Discovery] Queued: mosasiru__lua-resty-jsonrpc-batch__0.0.1-2
2026-04-10 21:02:19 | INFO     | luarocks_mcp | [Discovery] Queued: nbhadauria__kong-plugin-static-response__0.1.0-4
2026-04-10 21:02:21 | INFO     | luarocks_mcp | [Discovery] Queued: mtdowling__jmespath__0.1-0
2026-04-10 21:02:24 | INFO     | luarocks_mcp | [Discovery] Queued: cryi__hjson-lua__0.3.0-1
2026-04-10 21:02:26 | INFO     | luarocks_mcp | [Discovery] Queued: yogiverma1991__httprequestparser__ver-3
2026-04-10 21:02:28 | INFO     | luarocks_mcp | [Discovery] Queued: mbalmer__lua_json__scm-1
2026-04-10 21:02:29 | INFO     | luarocks_mcp | Downloaded 20 files for spc476__org.conman.parsers.json__1.1.1-3
2026-04-10 21:02:29 | INFO     | luarocks_mcp | [Download] Downloading: x25__luajwt__1.3-4
2026-04-10 21:02:29 | INFO     | luarocks_mcp | [Extraction] Processing: spc476__org.conman.parsers.json__1.1.1-3
2026-04-10 21:02:29 | INFO     | luarocks_mcp | Created 34 chunks from spc476__org.conman.parsers.json__1.1.1-3
2026-04-10 21:02:29 | ERROR    | luarocks_mcp | [Extraction] Error for spc476__org.conman.parsers.json__1.1.1-3: '\n  "name"'
2026-04-10 21:02:30 | INFO     | luarocks_mcp | [Discovery] Queued: javalikescript__luajls__0.7-3
2026-04-10 21:02:32 | INFO     | luarocks_mcp | [Discovery] Queued: spc476__org.conman.parsers.jsons__1.0.7-3
2026-04-10 21:02:35 | INFO     | luarocks_mcp | [Discovery] SKIP lua-cjson — invalid homepage: http://www.kyne.com.au/~mark/software/lua-cjson.php
2026-04-10 21:02:39 | INFO     | luarocks_mcp | Downloaded 3 files for x25__luajwt__1.3-4
2026-04-10 21:02:39 | INFO     | luarocks_mcp | [Download] Downloading: mah0x211__yyjson__scm-1
2026-04-10 21:02:39 | INFO     | luarocks_mcp | [Extraction] Processing: x25__luajwt__1.3-4
2026-04-10 21:02:39 | INFO     | luarocks_mcp | Created 11 chunks from x25__luajwt__1.3-4
2026-04-10 21:02:39 | ERROR    | luarocks_mcp | [Extraction] Error for x25__luajwt__1.3-4: '\n  "name"'
2026-04-10 21:02:39 | INFO     | luarocks_mcp | [Discovery] Queued: grafi__lunajson__1.2.3-1
2026-04-10 21:02:41 | INFO     | luarocks_mcp | [Discovery] Queued: knas__lua-ljson__0.1.0-1
2026-04-10 21:02:44 | INFO     | luarocks_mcp | [Discovery] SKIP lua-jwc — invalid homepage: https://code.zash.se/lua-jwc
2026-04-10 21:02:46 | INFO     | luarocks_mcp | [Discovery] Queued: neoxic__lua-json__1.0.0-1
2026-04-10 21:02:46 | INFO     | luarocks_mcp | Downloaded 2 files for mah0x211__yyjson__scm-1
2026-04-10 21:02:46 | INFO     | luarocks_mcp | [Download] Downloading: fouriertransformer__lua-simdjson__scm-1
2026-04-10 21:02:46 | INFO     | luarocks_mcp | [Extraction] Processing: mah0x211__yyjson__scm-1
2026-04-10 21:02:46 | INFO     | luarocks_mcp | Created 9 chunks from mah0x211__yyjson__scm-1
2026-04-10 21:02:46 | ERROR    | luarocks_mcp | [Extraction] Error for mah0x211__yyjson__scm-1: '\n  "name"'
2026-04-10 21:02:49 | INFO     | luarocks_mcp | [Discovery] Queued: olivine-labs__jwt__0.5-2
2026-04-10 21:02:51 | INFO     | luarocks_mcp | [Discovery] Queued: xpol__rapidjson__0.7.2-1
2026-04-10 21:02:54 | INFO     | luarocks_mcp | [Discovery] Queued: jiyinyiyong__json-lua__0.1-4
2026-04-10 21:02:55 | INFO     | luarocks_mcp | Downloaded 1 files for fouriertransformer__lua-simdjson__scm-1
2026-04-10 21:02:55 | INFO     | luarocks_mcp | [Download] Downloading: luarocks__json2lua__scm-2
2026-04-10 21:02:55 | INFO     | luarocks_mcp | [Extraction] Processing: fouriertransformer__lua-simdjson__scm-1
2026-04-10 21:02:55 | INFO     | luarocks_mcp | Created 13 chunks from fouriertransformer__lua-simdjson__scm-1
2026-04-10 21:02:55 | ERROR    | luarocks_mcp | [Extraction] Error for fouriertransformer__lua-simdjson__scm-1: '\n  "name"'
2026-04-10 21:02:57 | INFO     | luarocks_mcp | [Discovery] SKIP dkjson — invalid homepage: http://dkolf.de/src/dkjson-lua.fsl/
2026-04-10 21:02:58 | INFO     | luarocks_mcp | [Discovery] Queued: shadowinteger__lonejson__0.2.0-1
2026-04-10 21:03:00 | INFO     | luarocks_mcp | Downloaded 1 files for luarocks__json2lua__scm-2
2026-04-10 21:03:00 | INFO     | luarocks_mcp | [Download] Downloading: luarocks__luajson__scm-4
2026-04-10 21:03:00 | INFO     | luarocks_mcp | [Extraction] Processing: luarocks__json2lua__scm-2
2026-04-10 21:03:00 | INFO     | luarocks_mcp | Created 4 chunks from luarocks__json2lua__scm-2
2026-04-10 21:03:00 | ERROR    | luarocks_mcp | [Extraction] Error for luarocks__json2lua__scm-2: '\n  "name"'
2026-04-10 21:03:01 | INFO     | luarocks_mcp | [Discovery] Queued: brimworks__lua-yajl__scm-1
2026-04-10 21:03:04 | INFO     | luarocks_mcp | [Discovery] Queued: bungle__lua-resty-prettycjson__1.6-1
2026-04-10 21:03:06 | INFO     | luarocks_mcp | [Discovery] Queued: harningt__luajson__scm-4
2026-04-10 21:03:08 | INFO     | luarocks_mcp | [Discovery] SKIP lua-schema — invalid homepage: https://fperrad.frama.io/lua-schema
2026-04-10 21:03:12 | INFO     | luarocks_mcp | [Discovery] SKIP dkjson — invalid homepage: https://dkolf.de/dkjson-lua/
2026-04-10 21:03:14 | INFO     | luarocks_mcp | [Discovery] Queued: hnimminh__moonjson__scm-1
2026-04-10 21:03:16 | INFO     | luarocks_mcp | [Discovery] Queued: openresty__lua-cjson__2.1.0.10-1
2026-04-10 21:03:18 | INFO     | luarocks_mcp | [Discovery] Queued: bungle__lua-resty-libcjson__1.4-1
2026-04-10 21:03:21 | INFO     | luarocks_mcp | [Discovery] SKIP json4lua — invalid homepage: http://json.luaforge.net/
2026-04-10 21:03:21 | INFO     | luarocks_mcp | [Discovery] Done — 32 modules queued
2026-04-10 21:17:08 | INFO     | luarocks_mcp | ======================================================================
2026-04-10 21:17:08 | INFO     | luarocks_mcp | LuaRocks MCP Builder — Threaded Pipeline
2026-04-10 21:17:08 | INFO     | luarocks_mcp | Labels: json
2026-04-10 21:17:08 | INFO     | luarocks_mcp | LLM endpoint: http://localhost:11434/v1
2026-04-10 21:17:08 | INFO     | luarocks_mcp | LLM model: qwen2.5:7b-q6_K_M
2026-04-10 21:17:08 | INFO     | luarocks_mcp | ======================================================================
2026-04-10 21:17:08 | INFO     | luarocks_mcp | Starting thread: Discovery
2026-04-10 21:17:08 | INFO     | luarocks_mcp | [Discovery] Starting — 1 labels to scrape
2026-04-10 21:17:08 | INFO     | luarocks_mcp | Starting thread: Download
2026-04-10 21:17:08 | INFO     | luarocks_mcp | Scraping label: json
2026-04-10 21:17:08 | INFO     | luarocks_mcp | [Download] Waiting for modules...
2026-04-10 21:17:08 | INFO     | luarocks_mcp | Starting thread: Extraction
2026-04-10 21:17:08 | INFO     | luarocks_mcp | [Extraction] Waiting for downloads...
2026-04-10 21:17:08 | INFO     | luarocks_mcp | Starting thread: Assembly
2026-04-10 21:17:08 | INFO     | luarocks_mcp | [Assembly] Waiting for results...
2026-04-10 21:17:10 | INFO     | luarocks_mcp | Label 'json': discovered 45 modules
2026-04-10 21:17:13 | DEBUG    | luarocks_mcp | [Discovery] Already processed: luarocks__lua-yajl__scm-1
2026-04-10 21:17:15 | DEBUG    | luarocks_mcp | [Discovery] Already processed: luarocks__lua_json__scm-1
2026-04-10 21:17:17 | DEBUG    | luarocks_mcp | [Discovery] Already processed: luarocks__lua2json__0.1.1-1
2026-04-10 21:17:19 | DEBUG    | luarocks_mcp | [Discovery] Already processed: mbalmer__luajson__1.2.6-0
2026-04-10 21:17:22 | DEBUG    | luarocks_mcp | [Discovery] Already processed: spc476__org.conman.parsers.json__1.1.1-3
2026-04-10 21:17:24 | DEBUG    | luarocks_mcp | [Discovery] Already processed: x25__luajwt__1.3-4
2026-04-10 21:17:28 | DEBUG    | luarocks_mcp | [Discovery] Already processed: mah0x211__yyjson__scm-1
2026-04-10 21:17:30 | DEBUG    | luarocks_mcp | [Discovery] Already processed: fouriertransformer__lua-simdjson__scm-1
2026-04-10 21:24:21 | INFO     | luarocks_mcp | ======================================================================
2026-04-10 21:24:21 | INFO     | luarocks_mcp | LuaRocks MCP Builder — Threaded Pipeline
2026-04-10 21:24:21 | INFO     | luarocks_mcp | Labels: json
2026-04-10 21:24:21 | INFO     | luarocks_mcp | LLM endpoint: http://localhost:11434/v1
2026-04-10 21:24:21 | INFO     | luarocks_mcp | LLM model: qwen2.5:7b-q6_K_M
2026-04-10 21:24:21 | INFO     | luarocks_mcp | ======================================================================
2026-04-10 21:24:21 | INFO     | luarocks_mcp | Starting thread: Discovery
2026-04-10 21:24:21 | INFO     | luarocks_mcp | [Discovery] Starting — 1 labels to scrape
2026-04-10 21:24:21 | INFO     | luarocks_mcp | Starting thread: Download
2026-04-10 21:24:21 | INFO     | luarocks_mcp | Scraping label: json
2026-04-10 21:24:21 | INFO     | luarocks_mcp | [Download] Waiting for modules...
2026-04-10 21:24:21 | INFO     | luarocks_mcp | Starting thread: Extraction
2026-04-10 21:24:21 | INFO     | luarocks_mcp | [Extraction] Waiting for downloads...
2026-04-10 21:24:21 | INFO     | luarocks_mcp | Starting thread: Assembly
2026-04-10 21:24:21 | INFO     | luarocks_mcp | [Assembly] Waiting for results...
2026-04-10 21:24:23 | INFO     | luarocks_mcp | Label 'json': discovered 45 modules
2026-04-10 21:24:25 | DEBUG    | luarocks_mcp | [Discovery] Already processed: luarocks__lua-yajl__scm-1
2026-04-10 21:24:27 | DEBUG    | luarocks_mcp | [Discovery] Already processed: luarocks__lua_json__scm-1
2026-04-10 21:24:29 | DEBUG    | luarocks_mcp | [Discovery] Already processed: luarocks__lua2json__0.1.1-1
2026-04-10 21:24:32 | DEBUG    | luarocks_mcp | [Discovery] Already processed: mbalmer__luajson__1.2.6-0
2026-04-10 21:24:34 | DEBUG    | luarocks_mcp | [Discovery] Already processed: spc476__org.conman.parsers.json__1.1.1-3
2026-04-10 21:24:36 | DEBUG    | luarocks_mcp | [Discovery] Already processed: x25__luajwt__1.3-4
2026-04-10 21:24:39 | DEBUG    | luarocks_mcp | [Discovery] Already processed: mah0x211__yyjson__scm-1
2026-04-10 21:24:41 | DEBUG    | luarocks_mcp | [Discovery] Already processed: fouriertransformer__lua-simdjson__scm-1
2026-04-10 21:24:44 | INFO     | luarocks_mcp | [Discovery] Queued: losinggeneration__gimlet-render__0.0.1-1
2026-04-10 21:24:44 | INFO     | luarocks_mcp | [Download] Downloading: losinggeneration__gimlet-render__0.0.1-1
2026-04-10 21:24:44 | WARNING  | luarocks_mcp | Cannot parse Git URL: http://losinggeneration.github.io/gimlet-render — scraping as doc site
2026-04-10 21:24:44 | INFO     | luarocks_mcp | Scraping doc site: http://losinggeneration.github.io/gimlet-render
2026-04-10 21:24:46 | INFO     | luarocks_mcp | [Discovery] Queued: olivine-labs__lua-cjson-ol__1.0-1
2026-04-10 21:24:48 | DEBUG    | luarocks_mcp | [Discovery] Already processed: luarocks__json2lua__scm-2
2026-04-10 21:24:51 | INFO     | luarocks_mcp | [Discovery] Queued: luarocks__luajson__scm-4
2026-04-10 21:24:53 | INFO     | luarocks_mcp | [Discovery] Queued: ubaldo__eja__1-0
2026-04-10 21:24:55 | INFO     | luarocks_mcp | [Discovery] Queued: al3x__jsonrpc4lua__1.0.1-1
2026-04-10 21:24:59 | INFO     | luarocks_mcp | [Download] Downloading: olivine-labs__lua-cjson-ol__1.0-1
2026-04-10 21:24:59 | INFO     | luarocks_mcp | [Extraction] Processing: losinggeneration__gimlet-render__0.0.1-1
2026-04-10 21:24:59 | INFO     | luarocks_mcp | Scraping doc site: http://www.kyne.com.au/~mark/software/lua-cjson.php
2026-04-10 21:24:59 | INFO     | luarocks_mcp | Created 5 chunks from losinggeneration__gimlet-render__0.0.1-1
2026-04-10 21:24:59 | INFO     | luarocks_mcp | [Discovery] Queued: moyu__dromozoa-json__1.3-1
2026-04-10 21:25:01 | INFO     | luarocks_mcp | [Discovery] Queued: amrhassan__json4lua__0.9.53-2
2026-04-10 21:25:01 | INFO     | luarocks_mcp | [Download] Downloading: luarocks__luajson__scm-4
2026-04-10 21:25:03 | ERROR    | luarocks_mcp | LLM connection error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /v1/chat/completions (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000026253DC1A90>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2026-04-10 21:25:03 | DEBUG    | luarocks_mcp | LLM retry (temp=0) for: Section 1
2026-04-10 21:25:03 | INFO     | luarocks_mcp | [Discovery] Queued: nawaz1991__kong-plugin-oasvalidator__1.0.0-1
2026-04-10 21:25:05 | INFO     | luarocks_mcp | [Discovery] Queued: -asm__mjolnir._asm.data.json__0.1-1
2026-04-10 21:25:07 | ERROR    | luarocks_mcp | LLM connection error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /v1/chat/completions (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000026253EAB890>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2026-04-10 21:25:07 | WARNING  | luarocks_mcp | LLM extraction failed for: documentation.md / Section 1
2026-04-10 21:25:07 | INFO     | luarocks_mcp | [Discovery] Queued: mosasiru__lua-resty-jsonrpc-batch__0.0.1-2
2026-04-10 21:25:09 | INFO     | luarocks_mcp | [Discovery] Queued: nbhadauria__kong-plugin-static-response__0.1.0-4
2026-04-10 21:25:11 | ERROR    | luarocks_mcp | LLM connection error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /v1/chat/completions (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000026253EAAFD0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2026-04-10 21:25:11 | DEBUG    | luarocks_mcp | LLM retry (temp=0) for: # Gimlet Render
2026-04-10 21:25:11 | INFO     | luarocks_mcp | [Discovery] Queued: mtdowling__jmespath__0.1-0
2026-04-10 21:25:13 | INFO     | luarocks_mcp | [Discovery] Queued: cryi__hjson-lua__0.3.0-1
2026-04-10 21:25:15 | ERROR    | luarocks_mcp | LLM connection error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /v1/chat/completions (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000026253BD0FC0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2026-04-10 21:25:15 | WARNING  | luarocks_mcp | LLM extraction failed for: documentation.md / # Gimlet Render
2026-04-10 21:25:16 | INFO     | luarocks_mcp | [Discovery] Queued: yogiverma1991__httprequestparser__ver-3
2026-04-10 21:25:18 | INFO     | luarocks_mcp | [Discovery] Queued: mbalmer__lua_json__scm-1
2026-04-10 21:25:19 | ERROR    | luarocks_mcp | LLM connection error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /v1/chat/completions (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000026253BD1F30>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2026-04-10 21:25:19 | DEBUG    | luarocks_mcp | LLM retry (temp=0) for: #  [](https://losinggeneration.com/gimlet-render/#gimlet-render)Gimlet Render
2026-04-10 21:25:20 | INFO     | luarocks_mcp | [Discovery] Queued: javalikescript__luajls__0.7-3
2026-04-10 21:25:22 | INFO     | luarocks_mcp | [Discovery] Queued: spc476__org.conman.parsers.jsons__1.0.7-3
2026-04-10 21:25:23 | ERROR    | luarocks_mcp | LLM connection error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /v1/chat/completions (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000026253ECD910>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2026-04-10 21:25:23 | WARNING  | luarocks_mcp | LLM extraction failed for: documentation.md / #  [](https://losinggeneration.com/gimlet-render/#gimlet-render)Gimlet Render
2026-04-10 21:25:25 | INFO     | luarocks_mcp | [Discovery] Queued: xpol__lua-cjson__2.1.2-1
2026-04-10 21:25:27 | INFO     | luarocks_mcp | [Discovery] Queued: grafi__lunajson__1.2.3-1
2026-04-10 21:25:27 | ERROR    | luarocks_mcp | LLM connection error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /v1/chat/completions (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000026253BC67A0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2026-04-10 21:25:27 | DEBUG    | luarocks_mcp | LLM retry (temp=0) for: ###  [](https://losinggeneration.com/gimlet-render/#a-middleware-to-render-html--json-output)A middleware to render HTML & JSON output.
2026-04-10 21:25:29 | INFO     | luarocks_mcp | [Discovery] Queued: knas__lua-ljson__0.1.0-1
2026-04-10 21:25:30 | INFO     | luarocks_mcp | [Discovery] Queued: zash__lua-jwc__0.3-3
2026-04-10 21:25:31 | ERROR    | luarocks_mcp | LLM connection error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /v1/chat/completions (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000026253BC5260>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2026-04-10 21:25:31 | WARNING  | luarocks_mcp | LLM extraction failed for: documentation.md / ###  [](https://losinggeneration.com/gimlet-render/#a-middleware-to-render-html--json-output)A middleware to render HTML & JSON output.
2026-04-10 21:25:33 | INFO     | luarocks_mcp | [Discovery] Queued: neoxic__lua-json__1.0.0-1
2026-04-10 21:25:35 | INFO     | luarocks_mcp | [Discovery] Queued: olivine-labs__jwt__0.5-2
2026-04-10 21:25:35 | ERROR    | luarocks_mcp | LLM connection error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /v1/chat/completions (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000026253BC6470>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2026-04-10 21:25:35 | DEBUG    | luarocks_mcp | LLM retry (temp=0) for: ##  [](https://losinggeneration.com/gimlet-render/#requirements)Requirements
2026-04-10 21:25:37 | INFO     | luarocks_mcp | [Discovery] Queued: xpol__rapidjson__0.7.2-1
2026-04-10 21:25:39 | INFO     | luarocks_mcp | [Discovery] Queued: jiyinyiyong__json-lua__0.1-4
